chart_date,chart_type,rank,title,artist,url
2007-07-14,rock,16,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,17,I Don't Wanna Stop,Ozzy Osbourne,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,18,Made Of Scars,Stone Sour,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,19,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,20,Hey There Delilah,Plain White T's,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,21,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,22,Doomsday Clock,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,23,Far Behind,Social Distortion,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,24,Working Class Hero,Green Day,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,25,Famous,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,26,Missed The Boat,Modest Mouse,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,27,Soulcrusher,Operator,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,28,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,29,Hope,Jack Johnson,https://tunecaster.com/charts/00/rock0728.html
2007-07-14,rock,30,Typical,Mutemath,https://tunecaster.com/charts/00/rock0728.html
2007-07-21,rock,1,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,2,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,3,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,4,Evolution,KoRn,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,5,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,6,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,7,All The Same,Sick Puppies,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,8,She Builds Quick Machines,Velvet Revolver,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,9,Icky Thump,The White Stripes,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,10,Capital G,Nine Inch Nails,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,11,The Heinrich Maneuver,Interpol,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,12,Say This Sooner (No One Will See Things The Way I Do),The Almost,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,13,What I've Done,Linkin Park,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,14,Tarantula,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,15,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,16,"Sick, Sick, Sick",Queens Of The Stone Age,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,17,Far Behind,Social Distortion,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,18,Famous,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,19,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,20,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,21,Made Of Scars,Stone Sour,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,22,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,23,I Don't Wanna Stop,Ozzy Osbourne,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,24,Missed The Boat,Modest Mouse,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,25,Hey There Delilah,Plain White T's,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,26,Soulcrusher,Operator,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,27,Hope,Jack Johnson,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,28,Typical,Mutemath,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,29,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0729.html
2007-07-21,rock,30,Time Won't Let Me Go,The Bravery,https://tunecaster.com/charts/00/rock0729.html
2007-07-28,rock,1,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,2,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,3,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,4,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,5,Evolution,KoRn,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,6,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,7,She Builds Quick Machines,Velvet Revolver,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,8,Icky Thump,The White Stripes,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,9,All The Same,Sick Puppies,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,10,Say This Sooner (No One Will See Things The Way I Do),The Almost,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,11,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,12,The Heinrich Maneuver,Interpol,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,13,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,14,Capital G,Nine Inch Nails,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,15,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,16,Tarantula,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,17,Famous,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,18,What I've Done,Linkin Park,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,19,Missed The Boat,Modest Mouse,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,20,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,21,Far Behind,Social Distortion,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,22,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,23,Soulcrusher,Operator,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,24,The Pursuit,Evans Blue,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,25,Made Of Scars,Stone Sour,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,26,"Sick, Sick, Sick",Queens Of The Stone Age,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,27,Typical,Mutemath,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,28,I Don't Wanna Stop,Ozzy Osbourne,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,29,Timebomb,Beck,https://tunecaster.com/charts/00/rock0730.html
2007-07-28,rock,30,Shut Your Eyes,Snow Patrol,https://tunecaster.com/charts/00/rock0730.html
2007-08-04,rock,1,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,2,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,3,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,4,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,5,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,6,She Builds Quick Machines,Velvet Revolver,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,7,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,8,All The Same,Sick Puppies,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,9,Evolution,KoRn,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,10,Icky Thump,The White Stripes,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,11,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,12,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,13,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,14,Say This Sooner (No One Will See Things The Way I Do),The Almost,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,15,What I've Done,Linkin Park,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,16,The Heinrich Maneuver,Interpol,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,17,Missed The Boat,Modest Mouse,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,18,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,19,Famous,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,20,Far Behind,Social Distortion,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,21,Soulcrusher,Operator,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,22,Tarantula,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,23,The Pursuit,Evans Blue,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,24,Capital G,Nine Inch Nails,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,25,"Sick, Sick, Sick",Queens Of The Stone Age,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,26,Timebomb,Beck,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,27,Misery Business,Paramore,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,28,I Don't Wanna Stop,Ozzy Osbourne,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,29,A Beautiful Lie,Thirty Seconds To Mars,https://tunecaster.com/charts/00/rock0731.html
2007-08-04,rock,30,Stiff Kittens,Blaqk Audio,https://tunecaster.com/charts/00/rock0731.html
2007-08-11,rock,1,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,2,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,3,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,4,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,5,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,6,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,7,She Builds Quick Machines,Velvet Revolver,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,8,All The Same,Sick Puppies,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,9,The Pretender,Foo Fighters,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,10,Evolution,KoRn,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,11,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,12,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,13,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,14,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,15,Icky Thump,The White Stripes,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,16,What I've Done,Linkin Park,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,17,The Pursuit,Evans Blue,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,18,Missed The Boat,Modest Mouse,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,19,Say This Sooner (No One Will See Things The Way I Do),The Almost,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,20,Misery Business,Paramore,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,21,Famous,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,22,The Heinrich Maneuver,Interpol,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,23,Soulcrusher,Operator,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,24,Far Behind,Social Distortion,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,25,A Beautiful Lie,Thirty Seconds To Mars,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,26,Time Is Running Out,Papa Roach,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,27,Stiff Kittens,Blaqk Audio,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,28,Tarantula,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,29,The Good Left Undone,Rise Against,https://tunecaster.com/charts/00/rock0732.html
2007-08-11,rock,30,She Moves In Her Own Way,The Kooks,https://tunecaster.com/charts/00/rock0732.html
2007-08-18,rock,1,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,2,The Pretender,Foo Fighters,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,3,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,4,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,5,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,6,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,7,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,8,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,9,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,10,She Builds Quick Machines,Velvet Revolver,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,11,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,12,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,13,Misery Business,Paramore,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,14,All The Same,Sick Puppies,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,15,The Pursuit,Evans Blue,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,16,Icky Thump,The White Stripes,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,17,Evolution,KoRn,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,18,What I've Done,Linkin Park,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,19,Soulcrusher,Operator,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,20,Famous,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,21,Time Is Running Out,Papa Roach,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,22,Say This Sooner (No One Will See Things The Way I Do),The Almost,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,23,Far Behind,Social Distortion,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,24,Stiff Kittens,Blaqk Audio,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,25,Until The End,Breaking Benjamin,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,26,The Good Left Undone,Rise Against,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,27,A Beautiful Lie,Thirty Seconds To Mars,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,28,Missed The Boat,Modest Mouse,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,29,She Moves In Her Own Way,The Kooks,https://tunecaster.com/charts/00/rock0733.html
2007-08-18,rock,30,The Bleeding,Five Finger Death Punch,https://tunecaster.com/charts/00/rock0733.html
2007-08-25,rock,1,The Pretender,Foo Fighters,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,2,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,3,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,4,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,5,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,6,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,7,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,8,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,9,Misery Business,Paramore,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,10,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,11,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,12,She Builds Quick Machines,Velvet Revolver,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,13,Time Is Running Out,Papa Roach,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,14,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,15,Icky Thump,The White Stripes,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,16,All The Same,Sick Puppies,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,17,The Pursuit,Evans Blue,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,18,What I've Done,Linkin Park,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,19,Stiff Kittens,Blaqk Audio,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,20,So Hott,Kid Rock,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,21,Until The End,Breaking Benjamin,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,22,The Good Left Undone,Rise Against,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,23,Soulcrusher,Operator,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,24,The Bleeding,Five Finger Death Punch,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,25,Evolution,KoRn,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,26,A Beautiful Lie,Thirty Seconds To Mars,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,27,She Moves In Her Own Way,The Kooks,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,28,Becoming The Bull,Atreyu,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,29,Island (Float Away),The Starting Line,https://tunecaster.com/charts/00/rock0734.html
2007-08-25,rock,30,That's The Way (My Love Is),The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0734.html
2007-09-01,rock,1,The Pretender,Foo Fighters,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,2,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,3,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,4,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,5,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,6,Misery Business,Paramore,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,7,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,8,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,9,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,10,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,11,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,12,Time Is Running Out,Papa Roach,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,13,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,14,So Hott,Kid Rock,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,15,The Pursuit,Evans Blue,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,16,She Builds Quick Machines,Velvet Revolver,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,17,Stiff Kittens,Blaqk Audio,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,18,Until The End,Breaking Benjamin,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,19,Icky Thump,The White Stripes,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,20,All The Same,Sick Puppies,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,21,A Beautiful Lie,Thirty Seconds To Mars,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,22,The Good Left Undone,Rise Against,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,23,Fake It,Seether,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,24,The Bleeding,Five Finger Death Punch,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,25,Becoming The Bull,Atreyu,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,26,She Moves In Her Own Way,The Kooks,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,27,What I've Done,Linkin Park,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,28,Not Going Away,Ozzy Osbourne,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,29,Island (Float Away),The Starting Line,https://tunecaster.com/charts/00/rock0735.html
2007-09-01,rock,30,Evolution,KoRn,https://tunecaster.com/charts/00/rock0735.html
2007-09-08,rock,1,The Pretender,Foo Fighters,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,2,Misery Business,Paramore,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,3,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,4,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,5,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,6,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,7,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,8,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,9,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,10,So Hott,Kid Rock,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,11,Time Is Running Out,Papa Roach,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,12,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,13,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,14,Fake It,Seether,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,15,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,16,The Pursuit,Evans Blue,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,17,The Good Left Undone,Rise Against,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,18,Until The End,Breaking Benjamin,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,19,Stiff Kittens,Blaqk Audio,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,20,Big Casino,Jimmy Eat World,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,21,The Bleeding,Five Finger Death Punch,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,22,A Beautiful Lie,Thirty Seconds To Mars,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,23,Becoming The Bull,Atreyu,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,24,You Don't Know What Love Is (You Just Do As You're Told),The White Stripes,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,25,Empty Walls,Serj Tankian,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,26,Island (Float Away),The Starting Line,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,27,That's The Way (My Love Is),The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,28,Rise Today,Alter Bridge,https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,29,Everything's Magic,"Angels, Airwaves",https://tunecaster.com/charts/00/rock0736.html
2007-09-08,rock,30,Walking Disaster,Sum 41,https://tunecaster.com/charts/00/rock0736.html
2007-09-15,rock,1,The Pretender,Foo Fighters,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,2,Misery Business,Paramore,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,3,All Around Me,Flyleaf,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,4,Straight Lines,Silverchair,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,5,Oil And Water,Incubus,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,6,Never Too Late,Three Days Grace,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,7,I Get It,Chevelle,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,8,Bleed It Out,Linkin Park,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,9,Big Casino,Jimmy Eat World,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,10,So Hott,Kid Rock,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,11,Fake It,Seether,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,12,Supermassive Black Hole,Muse,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,13,Time Is Running Out,Papa Roach,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,14,Until The End,Breaking Benjamin,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,15,Empty Walls,Serj Tankian,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,16,Paralyzer,Finger Eleven,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,17,Becoming The Bull,Atreyu,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,18,Everything's Magic,"Angels, Airwaves",https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,19,You Don't Know What Love Is (You Just Do As You're Told),The White Stripes,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,20,The Good Left Undone,Rise Against,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,21,The Pursuit,Evans Blue,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,22,The Bleeding,Five Finger Death Punch,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,23,Island (Float Away),The Starting Line,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,24,Teenagers,My Chemical Romance,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,25,You Wouldn't Know,HellYeah,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,26,Rise Today,Alter Bridge,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,27,That's The Way (My Love Is),The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,28,Walking Disaster,Sum 41,https://tunecaster.com/charts/00/rock0737.html
2007-09-15,rock,29,Stiff Kittens,Blaqk Audio,https://tunecaster.com/charts/00/rock0737.html
