chart_date,chart_type,rank,title,artist,url
2001-06-30,rock,21,Elevation,U2,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,22,Deep,Nine Inch Nails,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,23,Control,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,24,Weapon Of Choice,Fatboy Slim,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,25,Wherever You Will Go,The Calling,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,26,Pain,Stereomud,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,27,When It's Over,Sugar Ray,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,28,Get To The Gone,Static-X,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,29,I'm Stupid (Don't Worry 'Bout Me),Prime Sth,https://tunecaster.com/charts/00/rock0126.html
2001-06-30,rock,30,Toxic,Crazy Town,https://tunecaster.com/charts/00/rock0126.html
2001-07-07,rock,1,Days Of The Week,Stone Temple Pilots,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,2,Fat Lip,Sum 41,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,3,The Rock Show,Blink 182,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,4,You Wouldn't Believe,311,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,5,Schism,Tool,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,6,Smooth Criminal,Alien Ant Farm,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,7,Bodies,Drowning Pool,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,8,Down With The Sickness,Disturbed,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,9,Hash Pipe,Weezer,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,10,Bad Day,Fuel,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,11,Drops Of Jupiter (Tell Me),Train,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,12,Rise,The Cult,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,13,Rexall,Dave Navarro,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,14,Be Like That,3 Doors Down,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,15,Crawling,Linkin Park,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,16,It's Been Awhile,Staind,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,17,Outside,Staind,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,18,Control,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,19,Your Disease,Saliva,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,20,Sick Cycle Carousel,Lifehouse,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,21,Pain,Stereomud,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,22,Clint Eastwood,Gorillaz,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,23,Short Skirt/Long Jacket,Cake,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,24,Wait,Seven Mary Three,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,25,Wherever You Will Go,The Calling,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,26,Evolution Revolution Love,"Tricky, Ed Kowalczyk And Hawkman",https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,27,Get To The Gone,Static-X,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,28,Careful With That Mic...,Clutch,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,29,When It's Over,Sugar Ray,https://tunecaster.com/charts/00/rock0127.html
2001-07-07,rock,30,War (The Process),The Cult,https://tunecaster.com/charts/00/rock0127.html
2001-07-14,rock,1,Smooth Criminal,Alien Ant Farm,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,2,Days Of The Week,Stone Temple Pilots,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,3,Schism,Tool,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,4,Fat Lip,Sum 41,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,5,The Rock Show,Blink 182,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,6,Bodies,Drowning Pool,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,7,You Wouldn't Believe,311,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,8,Down With The Sickness,Disturbed,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,9,Bad Day,Fuel,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,10,Control,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,11,Rexall,Dave Navarro,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,12,Drops Of Jupiter (Tell Me),Train,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,13,Be Like That,3 Doors Down,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,14,Clint Eastwood,Gorillaz,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,15,Rise,The Cult,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,16,Hash Pipe,Weezer,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,17,It's Been Awhile,Staind,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,18,Short Skirt/Long Jacket,Cake,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,19,Wherever You Will Go,The Calling,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,20,Pain,Stereomud,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,21,Outside,Staind,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,22,Wait,Seven Mary Three,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,23,Sick Cycle Carousel,Lifehouse,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,24,Your Disease,Saliva,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,25,When It's Over,Sugar Ray,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,26,Crawling,Linkin Park,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,27,Name Of The Game,The Crystal Method,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,28,Evolution Revolution Love,"Tricky, Ed Kowalczyk And Hawkman",https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,29,Extra Ordinary,Better Than Ezra,https://tunecaster.com/charts/00/rock0128.html
2001-07-14,rock,30,Get To The Gone,Static-X,https://tunecaster.com/charts/00/rock0128.html
2001-07-21,rock,1,Smooth Criminal,Alien Ant Farm,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,2,Days Of The Week,Stone Temple Pilots,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,3,Bodies,Drowning Pool,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,4,Clint Eastwood,Gorillaz,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,5,Down With The Sickness,Disturbed,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,6,The Rock Show,Blink 182,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,7,Control,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,8,Schism,Tool,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,9,Fat Lip,Sum 41,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,10,Short Skirt/Long Jacket,Cake,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,11,Bad Day,Fuel,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,12,You Wouldn't Believe,311,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,13,Wherever You Will Go,The Calling,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,14,Be Like That,3 Doors Down,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,15,Rexall,Dave Navarro,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,16,Pain,Stereomud,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,17,It's Been Awhile,Staind,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,18,Drops Of Jupiter (Tell Me),Train,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,19,Extra Ordinary,Better Than Ezra,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,20,Hash Pipe,Weezer,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,21,Sick Cycle Carousel,Lifehouse,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,22,Name Of The Game,The Crystal Method,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,23,Your Disease,Saliva,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,24,When It's Over,Sugar Ray,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,25,Island In The Sun,Weezer,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,26,Fxxk Authority,Pennywise,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,27,Greed,Godsmack,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,28,End Of The World,Cold,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,29,Giving In,Adema,https://tunecaster.com/charts/00/rock0129.html
2001-07-21,rock,30,Careful With That Mic...,Clutch,https://tunecaster.com/charts/00/rock0129.html
2001-07-28,rock,1,Down With The Sickness,Disturbed,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,2,Smooth Criminal,Alien Ant Farm,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,3,Clint Eastwood,Gorillaz,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,4,Bodies,Drowning Pool,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,5,Days Of The Week,Stone Temple Pilots,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,6,Schism,Tool,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,7,Control,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,8,Bad Day,Fuel,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,9,Short Skirt/Long Jacket,Cake,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,10,Fat Lip,Sum 41,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,11,Be Like That,3 Doors Down,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,12,The Rock Show,Blink 182,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,13,Wherever You Will Go,The Calling,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,14,You Wouldn't Believe,311,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,15,Fxxk Authority,Pennywise,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,16,Extra Ordinary,Better Than Ezra,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,17,Pain,Stereomud,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,18,How You Remind Me,Nickelback,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,19,Island In The Sun,Weezer,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,20,Rexall,Dave Navarro,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,21,Giving In,Adema,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,22,Name Of The Game,The Crystal Method,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,23,It's Been Awhile,Staind,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,24,Greed,Godsmack,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,25,Boiler,Limp Bizkit,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,26,End Of The World,Cold,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,27,You Don't Know What It's Like,Econoline Crush,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,28,Astounded,Tantric,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,29,Bleed American,Jimmy Eat World,https://tunecaster.com/charts/00/rock0130.html
2001-07-28,rock,30,Sick Cycle Carousel,Lifehouse,https://tunecaster.com/charts/00/rock0130.html
2001-08-04,rock,1,Down With The Sickness,Disturbed,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,2,Clint Eastwood,Gorillaz,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,3,Smooth Criminal,Alien Ant Farm,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,4,Control,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,5,Bodies,Drowning Pool,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,6,Schism,Tool,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,7,Be Like That,3 Doors Down,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,8,Fxxk Authority,Pennywise,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,9,Days Of The Week,Stone Temple Pilots,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,10,How You Remind Me,Nickelback,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,11,Wherever You Will Go,The Calling,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,12,Short Skirt/Long Jacket,Cake,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,13,Extra Ordinary,Better Than Ezra,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,14,Bad Day,Fuel,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,15,Island In The Sun,Weezer,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,16,Fat Lip,Sum 41,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,17,Name Of The Game,The Crystal Method,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,18,Giving In,Adema,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,19,The Rock Show,Blink 182,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,20,Boiler,Limp Bizkit,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,21,Greed,Godsmack,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,22,Simple Creed,Live,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,23,Bleed American,Jimmy Eat World,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,24,Because I Got High,Afroman,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,25,Astounded,Tantric,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,26,It's Been Awhile,Staind,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,27,Another Perfect Day,American Hi-Fi,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,28,Pain,Stereomud,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,29,Bombshell,Powerman 5000,https://tunecaster.com/charts/00/rock0131.html
2001-08-04,rock,30,You Wouldn't Believe,311,https://tunecaster.com/charts/00/rock0131.html
2001-08-11,rock,1,Control,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,2,Smooth Criminal,Alien Ant Farm,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,3,Bodies,Drowning Pool,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,4,Fxxk Authority,Pennywise,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,5,Down With The Sickness,Disturbed,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,6,How You Remind Me,Nickelback,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,7,Clint Eastwood,Gorillaz,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,8,Island In The Sun,Weezer,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,9,Boiler,Limp Bizkit,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,10,Giving In,Adema,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,11,Be Like That,3 Doors Down,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,12,Wherever You Will Go,The Calling,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,13,Name Of The Game,The Crystal Method,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,14,Short Skirt/Long Jacket,Cake,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,15,Schism,Tool,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,16,Fat Lip,Sum 41,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,17,Extra Ordinary,Better Than Ezra,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,18,Days Of The Week,Stone Temple Pilots,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,19,Because I Got High,Afroman,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,20,Simple Creed,Live,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,21,Astounded,Tantric,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,22,Chop Suey!,System Of A Down,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,23,Greed,Godsmack,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,24,The Rock Show,Blink 182,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,25,Bad Day,Fuel,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,26,Bleed American,Jimmy Eat World,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,27,Bombshell,Powerman 5000,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,28,Another Perfect Day,American Hi-Fi,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,29,It's Been Awhile,Staind,https://tunecaster.com/charts/00/rock0132.html
2001-08-11,rock,30,Death Blooms,Mudvayne,https://tunecaster.com/charts/00/rock0132.html
2001-08-18,rock,1,Control,Puddle Of Mudd,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,2,Fxxk Authority,Pennywise,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,3,Bodies,Drowning Pool,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,4,Smooth Criminal,Alien Ant Farm,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,5,How You Remind Me,Nickelback,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,6,Down With The Sickness,Disturbed,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,7,Boiler,Limp Bizkit,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,8,Clint Eastwood,Gorillaz,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,9,Giving In,Adema,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,10,Island In The Sun,Weezer,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,11,Chop Suey!,System Of A Down,https://tunecaster.com/charts/00/rock0133.html
2001-08-18,rock,12,Because I Got High,Afroman,https://tunecaster.com/charts/00/rock0133.html
